Voltage,Angle,Pi,Qi
1.057138194,-0.006874341,-0.026376758,0.199855181
1.05148147,-0.014815083,-0.13972416,-0.082330215
1.05474434,0.041349317,0.392146306,-0.313135163
1.038142956,-0.040108562,-0.672468082,0.149740364
1.034308707,-0.002215278,0.053983002,-0.074685346
1.054579806,0.000432008,0.38626216,0.185006946
1.042814652,-0.005288338,0.376847487,0.076124369
1.00743588,-0.031609631,-0.251541601,-0.155329327
1.010991585,-0.017590992,0.478406998,-0.864941534
1.026168789,-0.042429046,-1.029010866,0.501593778
1.074976645,-0.016381981,0.127129158,0.303214184
1.069599306,-0.035089821,-0.719188337,0.39570471
1.06834525,0.012782208,0.310431673,-0.000173906
1.04990272,-0.004105073,0.525778801,-0.490779799
1.059268247,-0.022184669,-0.375614773,0.305105633
1.054207966,0.022329892,0.349258677,-0.283990973
1.041525991,-0.010687422,-0.040666867,-0.183968845
1.055459037,-0.022064246,-0.122398512,0.047434136
1.031012163,0.000782832,0.017525008,-0.152446894
1.063930435,-0.009556511,-0.281797267,0.567434435
1.04516973,0.022581569,1.087949021,-0.216253978
1.012413317,0.015768958,0.037979793,-0.157263675
1.001554251,-0.001340837,0.312428918,-1.191044198
1.028204899,-0.035792926,-1.280962887,0.819223051
1.077808962,0.00579011,0.690981598,0.262990904
1.058142013,-0.004502001,-0.025155271,0.273341871
1.084364779,0.007542063,0.078451144,0.161897616
1.031341004,-0.01152586,-0.238358698,-0.811358161
1.068735481,-0.011696713,0.172651227,0.502830049
1.051521393,-0.008472048,-0.13806844,-0.167584471
1.060119007,0.000264013,0.076629527,-0.028803793
1.030220656,-0.018402684,-0.454772757,-0.190818103
1.019290315,-0.005763581,0.019033835,-0.086466656
1.057473236,-0.011402484,0.439688474,0.051086576
1.050610918,-0.030185576,-0.603306773,0.58844513
1.011027476,0.002962437,0.109111537,-0.204227825
1.002998362,0.008919911,0.858172592,-1.449702878
1.032448347,-0.02366769,-0.704334968,0.725012356
1.090880875,-0.000773285,0.502579792,0.494940448
1.06299501,-0.01323848,-0.022381458,0.151100178
1.091910376,-0.008933157,0.028368732,0.179300287
1.04920606,-0.02522238,-0.469306513,-0.175564207
1.049916962,-0.006465484,0.250303634,-0.028165051
1.039568977,-0.008969701,-0.17452705,-0.242267625
1.049287822,-0.001477645,-0.067267402,-0.169227406
1.054980506,-0.008175351,-0.170397266,-0.131679235
1.041441795,-0.001996484,0.065479404,-0.100046991
1.044783052,-0.019327702,-0.27658962,0.249678641
1.039423097,-0.003010274,0.244309158,0.16477101
1.008834473,0.010145052,0.027775938,-0.22506333
1.014727818,0.008499172,0.511172813,-0.671759645
1.019125768,-0.005476032,-0.456730072,-0.017930369
1.081175146,0.029325234,0.943975039,0.141952235
1.10296632,-0.018114947,-0.287123978,0.920284269
1.085502247,0.008406185,0.180240121,-0.10522993
1.056933458,-0.021770931,-0.118129191,-0.429438923
1.046778314,-0.01512165,-0.018105992,-0.104578234
1.044754632,-0.003262115,-0.170618939,-0.114740156
1.059137292,-0.022115926,-0.24260689,0.102583609
1.048520299,-0.001777534,-0.242903052,-0.172224179
1.038401267,-0.017924827,-0.067088805,-0.068284593
1.061515392,0.018756779,0.925399939,0.359187362
1.03846968,-0.026028073,-1.320118818,0.408675749
1.002704525,0.007678514,0.11265712,-0.396955961
1.031039952,-0.00019328,-0.099026487,0.832217782
1.001884775,0.02333873,0.611000991,-1.346891036
1.071902436,-0.00259444,0.356328884,0.161862579
1.064678572,-0.016370007,-0.393758128,0.074930481
1.069026307,-0.006274719,0.06522823,0.026714963
1.06011675,0.007190815,0.262339149,-0.040022088
1.048634377,0.012028158,-0.007396245,-0.178045399
1.055834743,0.012438806,0.053038117,-0.069574952
1.064310544,-0.019513305,0.073836083,-0.012194791
1.037317784,-0.049472965,-0.72280302,0.045927936
1.039412821,0.012412728,0.145996644,-0.139331766
1.058818526,0.001541064,0.504119229,0.20106828
1.044641949,-0.021445733,-0.378716922,0.24818609
1.001764493,-0.031350059,-0.16289354,-0.345300031
1.02717927,-0.028650065,-0.856034385,0.194026699
1.024827953,0.000961863,0.777180109,-0.427896382
1.06232224,-0.013247141,0.043812491,-0.015873056
1.06837923,-0.005780711,-0.043209623,-0.038197336
1.089588977,-0.003871501,0.01261708,0.131206519
1.068847033,0.008987742,0.643138442,-0.067888078
1.048923567,-0.008256368,-0.397931546,-0.092287036
1.04971025,0.01560953,0.224582108,-0.159607103
1.056274871,-0.044358757,-0.161340055,0.114449855
1.050164096,-0.020984301,-0.051758426,-0.156429201
1.059624302,-0.024285714,-0.124251598,0.053347319
1.063824233,0.017761733,0.696746898,0.174609637
1.052882374,-0.00638626,-0.128946207,0.439326458
0.990827713,-0.021128494,-0.288974874,-0.508528176
1.036087073,-0.01020527,0.365110605,0.389112458
1.014376468,-0.019315267,-0.695040419,-0.778614893
1.083663644,-0.023595554,-0.206596174,0.528479646
1.082404989,0.002160428,0.191009387,0.168268227
1.07545449,-0.017719111,-0.131364154,-0.041129345
1.081924817,0.00292691,0.108492571,0.480835563
1.040764258,0.018322958,0.051126225,-0.618009147
1.057754282,0.003652183,0.038022896,-0.06148792
1.063719614,0.026341067,0.279442984,-0.247224964
1.056434083,-0.015231841,-0.167943034,-0.029620042
1.034610246,0.001297807,-0.058910063,-0.218142497
1.060934385,0.015025647,0.424059712,0.446994555
1.039798874,0.000401132,-0.155522338,0.226323518
1.002395848,-0.005364532,-0.028204917,-0.204357918
1.000149808,-0.012948289,-0.759028633,-0.506826724
1.006953207,0.013614424,0.68521362,-0.346358487
1.04639491,-0.00982321,-0.548763428,-0.330931934
1.08645705,-0.012966069,0.544546522,0.687308224
1.082379287,-0.060436598,-0.316789175,-0.017535919
1.053991305,-0.034857278,-0.80004619,-0.398049444
1.06535371,-0.002629031,0.42573562,-0.006077437
1.064615241,-0.002570134,0.069875404,0.060151727
1.064986882,0.027938031,0.189743486,-0.086358514
1.076539367,0.006756726,0.242403306,0.277362037
1.053296874,-0.001615142,0.061830632,-0.098687833
1.06522914,0.026875774,0.738960944,0.205344794
1.050181151,0.001532099,-0.36518047,0.316015778
1.017018544,0.018009234,0.140896181,-0.237186528
1.01552394,0.000524375,0.084624257,-0.593972264
1.022188826,-0.011407087,-0.796492593,0.090125194
1.06016466,0.039522873,0.90015612,0.057218452
1.075924631,0.006507673,0.588228191,0.334487662
1.094124256,-0.025440742,-0.213472179,0.11645406
1.051058287,-0.026845209,-0.89367694,-0.115993511
1.040461377,0.017693066,0.52244794,-0.270711089
1.031917497,0.009283733,-0.24769172,-0.07429342
1.053423609,-0.016791103,-0.205835579,0.266770491
1.018135369,0.02153697,-0.191998505,-0.513892802
1.055245178,-0.016874447,-0.010218816,0.137201399
1.059946229,0.0028709,0.378188687,0.177680639
1.049560909,-0.009712612,-0.017621914,0.20641946
1.019911983,-0.019717323,-0.088984697,-0.1701218
1.021567274,-0.019687156,-0.545959382,-0.325750337
1.025978616,-0.012760175,-0.015193085,-0.132661407
1.075102172,-0.004840009,0.113162768,0.334095962
1.064183541,0.020794493,0.664826207,-0.124647534
1.083996179,-0.0179774,-0.253845713,0.126845152
1.076174804,0.001979822,0.005326649,0.325301635
1.053030397,0.002016899,-0.058287534,-0.296931897
1.058295882,-0.007503002,-0.083303551,-0.022165515
1.050043279,0.012412399,0.065144498,-0.111081529
1.040668317,0.004850756,-0.075894664,-0.250019321
1.037665337,0.001619592,-0.069735548,-0.123700978
1.058751727,0.004440702,-0.152142111,0.502649153
1.03512641,0.015962078,0.221728029,-0.48269753
1.011729297,-0.002842818,-0.173176048,-0.256725904
1.038491585,-0.003109704,-0.710906082,0.415284782
1.03937599,0.027224235,1.11037443,-0.232967616
1.091042031,-0.022073006,-0.066585754,0.321871573
1.062324515,-0.00960198,-0.023300973,-0.110255682
1.093484918,-0.015130466,-0.036457879,0.19353496
1.054555423,-0.007172684,-0.127602024,-0.023246375
1.042475445,0.016891564,0.312500397,-0.356815655
1.059287097,-0.007494147,-0.08098366,-0.039651906
1.057274637,-0.019394767,-0.049763052,-0.172482868
1.068674888,-0.029127958,-0.094818462,0.040046133
1.030629377,-0.020262728,-0.10000455,-0.155925381
1.051456383,-0.012361409,-0.195461761,0.127692497
1.054969781,-0.000586775,0.464733336,0.372938517
1.029438686,0.002957873,0.078259622,-0.183546294
1.027643437,-0.013031577,-0.272160599,0.34956614
1.013427941,-0.008137458,-0.131108899,-0.729323556
1.080014929,-0.006278078,0.206045496,0.332792719
1.0348326,-0.010275469,-0.362900982,-0.560568479
1.109214226,0.019573737,0.194478308,0.471282843
1.040085097,0.008404853,0.602459582,-0.350665081
1.043396702,-0.020466562,-0.364241049,0.135600808
1.052730171,-0.012917609,-0.031963722,-0.074931727
1.059954624,-0.03481531,-0.229598304,0.129275656
1.053235647,0.010841848,0.203897575,-0.347569566
1.033815592,-0.008374503,-0.134695367,-0.015706341
1.060653789,-0.018918162,-1.139769752,0.857847572
1.046486152,0.051848464,2.214195444,-0.24260511
1.001684947,-0.005492601,-0.342869234,-0.168254717
1.002416753,-0.004477884,-0.459555559,-0.518138498
1.009605631,0.000187968,-0.105256739,-0.195922573
1.070794287,-0.011427894,-0.526528681,0.520742763
1.063903391,-0.017162191,-0.129696144,-0.112991391
1.106965027,-0.03303583,-0.106123532,0.271451013
1.069451771,-0.000755713,0.137066242,0.464545085
1.031401981,0.02112825,0.007373846,-0.59954943
1.057522674,0.029480148,0.256150128,-0.039464021
1.060079256,0.007741409,0.011532891,0.055342837
1.045694612,0.039763521,0.431650155,-0.525162023
1.053241499,-0.008266325,-0.161821937,0.041890512
1.062050997,0.006096184,0.375032276,0.164358775
1.047153681,-0.014673513,-0.808362895,0.206699786
1.017643772,0.009287423,0.078622081,-0.244079969
1.025621797,0.008078358,-0.2750665,-0.54622758
1.045763713,0.022187923,0.921025774,0.439553426
1.056768742,-0.016693329,-0.230308539,-0.191937083
1.068664937,-0.004806456,-0.169294481,0.15643989
1.098694613,0.009715833,0.096795624,0.188005973
1.044431159,-0.00446648,0.480985856,-0.776319159
1.055560213,-0.047756745,-0.688036316,0.393417292
1.062053224,-0.000571357,0.333470748,-0.07540018
1.041505641,-0.015325849,-0.045758159,-0.090058158
1.054238512,-0.018041809,0.024431164,0.052894083
1.042917598,-0.018665154,-0.063947724,-0.008978454
1.089341546,-0.028449872,-0.072457156,1.016656489
1.051768683,-0.016279903,-0.080130076,0.065463956
0.987099298,-0.019784817,-0.360595541,-0.381404538
1.015542098,0.022896008,1.043721205,-0.571201227
1.014955357,0.003244247,-0.236621124,-0.439416886
1.07634356,-0.015382381,-0.224302274,0.478787808
1.082810656,0.001650795,0.209031059,0.361331251
1.102236737,-0.034262687,-0.243281401,0.125925299
1.057936663,-0.006029056,-0.092259611,-0.373155059
1.060110347,-0.008134504,-0.009102478,0.106671189
1.04630199,-0.003797525,-0.013865401,-0.226498407
1.061498294,0.018513915,0.167901734,-0.109765948
1.047948623,0.00576046,0.028632095,-0.219424253
1.030907455,-0.002736992,-0.069976949,-0.119639268
1.062170333,-0.00385123,-0.722579212,0.460409187
1.059757482,0.038106298,1.567006277,0.125420594
1.000506958,-0.004119184,-0.298183751,-0.469113237
1.038117269,-0.014882983,-0.804051001,1.016948338
1.015485422,0.011625969,0.276747682,-1.056904265
1.074376475,0.005141097,0.392823731,0.028618599
1.049511551,-0.012831124,-0.346731239,-0.242787098
1.098537884,0.013859587,0.174673968,0.308077937
1.038474409,0.005640126,0.190433991,-0.401615927
1.04932644,0.00278848,-0.022838247,0.08079887
1.061115935,0.005198953,0.008114184,-0.007689587
1.060403463,-0.009941782,-0.007135038,-0.062012311
1.053916113,-0.030656597,-0.466140657,0.2012419
1.016408017,0.022752328,0.113761816,-0.242925681
1.06908993,0.009361137,0.554565603,0.660362208
1.034600544,-0.005007062,-0.367570005,-0.18612769
1.001071554,-0.017771888,-0.312539521,-0.209446908
1.021921781,0.015205562,0.915168531,-0.073973491
1.014043867,-0.005149132,-0.730623393,-0.370126044
1.082518545,0.008185502,0.604248878,0.278874509
1.048812557,0.009104658,0.316222437,-0.247005607
1.078271338,-0.000449696,-0.061339188,0.180619794
1.058844895,-0.019315306,-0.118776918,-0.129213718
1.061545623,-0.043559463,-0.337498637,0.254035564
1.046248211,-0.023414276,-0.150757976,-0.19464509
1.047001192,0.001629311,-0.068659023,-0.169063199
1.056563215,-0.012932953,-0.254794995,0.040649167
1.036113594,0.001694224,0.049728152,-0.170411528
1.064874375,-0.014315771,-0.059229045,0.504209911
1.04843636,-0.003734039,0.139912562,0.110121341
1.015072682,0.019206859,0.16891933,-0.291895496
1.021848804,-0.000492249,0.27458713,-0.108400944
1.014007201,-0.009435534,-0.393395583,-0.474740523
1.071702214,-0.005567333,0.216589665,0.120005388
1.068803588,-0.021568283,-0.235804408,-0.026096097
1.109792535,-0.016863907,0.031677984,0.25831594
1.05867158,-0.012663776,0.270921146,-0.21466561
1.051715681,-0.017823003,-0.103849074,-0.071292204
1.056243755,-0.016419812,-0.066224004,-0.024426962
1.060715542,0.006225563,0.10484122,-0.100611388
1.052521592,-0.016673375,-0.145845495,-0.025340544
1.036621754,-0.037248669,-0.184236238,-0.041913234
1.07043305,0.061428508,1.595416028,-0.0763579
1.05412709,-0.004673911,-1.313588777,0.554166524
1.005203471,0.009002364,-0.124724104,-0.37291798
1.030424442,0.025812881,1.053192254,-0.674519242
1.044286482,-0.007653192,-1.164336246,0.666465012
1.072728363,0.014154357,0.52255097,-0.133561055
1.061397542,0.012757307,0.067914953,0.036289587
1.067986905,-0.005175046,-0.11539191,0.040985565
1.057778074,0.010568596,0.124518071,-0.120397135
1.050487045,0.003578,-0.239773886,-0.035430877
1.058444669,0.026932916,0.16076113,-0.100300071
1.051539424,-0.028493236,-0.236948089,0.017313791
1.060314083,-0.016946437,-0.215804631,0.129208116
1.027386989,0.004140691,-0.050603668,-0.188430184
1.065304376,0.002092407,-0.144615226,0.625754547
1.037804757,0.022043618,0.509092101,-0.410374966
1.017359145,0.021675226,0.096816979,-0.085385865
1.00224462,0.003983895,-0.401663772,-1.204070859
1.037327334,-0.000877078,0.021302908,0.854144487
1.077360722,-0.012118979,0.217413183,0.122064664
1.057982242,0.002120589,-0.046148218,0.053027795
1.084951816,0.002581744,0.003005057,0.166113035
1.053093126,0.005426623,0.284235228,-0.146825121
1.042578474,-0.005059478,-0.061965454,-0.210085791
1.06128922,-0.032936425,-0.227937562,0.125047972
1.038471271,-0.017644752,-0.149730974,-0.14869578
1.058823653,-0.011205073,0.045376493,-0.055238961
1.041856109,-0.015027352,-0.11416766,-0.038922905
1.060377435,0.010349461,0.295785936,0.301499592
1.046251303,0.001294072,-0.09906147,0.079665694
1.010471083,-0.022920083,-0.421970679,-0.25982539
1.043321751,0.013456673,0.905905389,0.666009425
1.019150761,0.005437473,-0.454972445,-0.74257409
1.071204338,0.008255526,0.490990809,-0.266371956
1.056239828,-0.021329238,-0.382565543,0.117177146
1.065326584,-0.017576228,0.023974048,0.05500021
1.033308027,-0.004072779,0.253088622,-1.048278114
1.075683089,-0.028750621,-0.098172873,0.665630857
1.060413124,-0.023974809,-0.177526992,-0.054354118
1.066961776,-0.015722468,-0.093676292,-0.007452106
1.073768838,-0.022609879,-0.201961499,0.295604156
1.031416508,-0.003893002,-0.003660329,-0.130424901
1.056406367,0.009703082,0.173776839,0.367367032
1.041022514,0.016364109,0.647409346,-0.118490473
1.011236292,-0.00143013,-0.062213399,-0.216363474
1.018345883,-0.015879567,-0.092835652,-0.169362975
1.017200729,-0.025691028,-0.889079611,-0.052558825
1.065161954,0.015514344,0.524211,-0.082583024
1.05820738,-0.006127418,0.138215114,-0.174180959
1.090661828,-0.000558937,0.036484864,0.201048659
1.065078999,-0.018164204,-0.565530955,0.23034444
1.060531212,0.017705195,0.478440899,-0.23389551
1.060929276,0.00254514,-0.142656467,0.045166773
1.069299473,-0.003729958,0.006787692,0.112819814
1.042891684,-0.003347223,-0.284432328,-0.108235245
1.035674238,0.007151141,0.059531527,-0.160994865
1.051933713,-0.016764644,-0.497277487,0.139649143
1.059572233,0.010150665,0.988612877,0.477987268
1.006081701,-0.031908778,-0.562958275,-0.251875145
1.03002337,0.014364603,1.104388387,-0.041397958
1.017558781,-0.008287338,-0.714666051,-0.447828254
1.081351588,-0.020157627,-0.334009219,0.68462673
1.06077649,-0.013882701,-0.078458332,-0.095277349
1.101182884,-0.003097638,0.071517933,0.252981917
1.04977886,-0.028103718,-0.657477694,-0.296455134
1.065574506,-0.002484044,0.3057077,0.107078923
1.062838649,0.010368334,0.164984644,-0.18671055
1.041026043,0.016913589,0.068396442,-0.208253547
1.043924455,0.014351721,0.167814897,-0.33365549
1.03365059,0.0001273,0.022173287,-0.099684433
1.07167034,0.020661121,1.03104558,0.450054305
1.041098504,-0.015458005,-0.663317285,-0.033774593
1.022362348,-0.01786118,-0.071764193,-0.086078242
1.019490932,-0.009590366,0.409997943,-0.208886174
1.018598446,-0.020316959,-0.687843526,-0.134119783
1.06087062,0.008387596,0.34131934,-0.416565089
1.04148699,-0.0311636,-0.541885309,-0.33330748
1.098253173,0.016406446,0.308775928,0.361269221
1.04173066,-0.018882346,-0.15562088,-0.164054871
1.045207193,-0.004684199,0.14514518,-0.152834198
1.071680403,-0.009210767,-0.027857344,0.221765299
1.060691887,-0.02022856,-0.181213188,0.05360732
1.076656873,-0.005636154,0.045960482,0.249682484
1.043409756,0.006172772,0.07682038,-0.127645375
1.048013144,-0.017012251,-0.277216496,-0.118697122
1.062729319,-0.009319532,0.402679243,0.804734455
1.020358627,-0.036746343,-0.399181278,-0.087297362
1.015952472,0.004962179,0.144705015,-0.740552725
1.024286299,0.00394412,0.151664423,-0.068464778
1.067495727,-0.004087351,0.189087018,0.049172663
1.064313441,0.018595511,0.658304799,0.103114256
1.071997508,-0.01786521,-0.236107452,0.051067791
1.063386506,-0.015443162,-0.441636771,0.149344042
1.046058177,0.002397824,0.232007406,-0.381250814
1.06046562,-0.022997615,-0.196430556,0.133982938
1.056513193,-0.025209341,-0.126470521,0.114494109
1.042350587,0.003783276,0.095457739,-0.321595123
1.03632654,-0.027843758,-0.166764727,-0.039591096
1.054292503,0.003024394,0.17834752,0.248821386
1.046605276,-0.001787339,0.207423043,0.274925181
1.010533622,-0.022403863,-0.194642422,-0.244695565
1.025200011,-0.018624676,-0.488594842,0.410818657
1.007349845,0.001700106,0.186740401,-0.951994729
1.074377063,0.010811956,0.25410664,0.279192398
1.069274874,-0.004226877,0.246115779,0.114152025
1.094594684,-0.01188321,-0.050871742,0.157531843
1.052919208,-0.015764447,-0.339584715,-0.429637351
1.069625077,0.001253843,0.288841925,0.272132887
1.039408894,0.009638357,-0.094378882,-0.301882709
1.055721574,0.006512657,-0.049056086,-0.057937261
1.057002138,0.006578639,0.010378035,-0.071257731
1.034731381,-0.019442982,-0.130585217,-0.071409951
1.055202725,-0.0012206,0.411065247,0.169441618
1.040622363,-0.025929091,-0.96406574,0.414002014
1.001486136,-0.003086614,-0.03262013,-0.246151726
1.009265089,0.013912029,0.00770943,-0.834342232
1.033879862,0.021500093,0.668542427,0.463063343
1.053314093,0.024602591,0.596763585,-0.384644551
1.054021131,0.001777928,-0.01565145,0.051111037
1.084866299,-0.008281031,-0.065296301,0.19029652
1.041100024,0.003565912,0.540199325,-0.724146424
1.061336494,-0.047394873,-0.665991123,0.643348076
1.04192514,-0.003692872,0.027199608,-0.161351428
1.043590762,-0.016132707,-0.179490633,0.029248036
1.050373972,-0.013858773,-0.247639078,0.193177728
1.029498159,-0.002133858,-0.030489229,-0.091422886
1.071330676,-0.008334373,-0.191283173,0.428586134
1.06196971,0.009038557,0.744264797,0.267267573
1.018173326,-0.001424935,-0.037706763,-0.253704665
1.017923332,-0.014039912,-0.480055575,-0.227387961
1.019905148,-0.008954821,-0.221079062,-0.370649075
1.077313515,0.016344877,1.080098832,-0.116350788
1.050873855,-0.014329249,-0.506728238,-0.1582843
1.099099447,-0.002974729,0.074449943,0.301329409
1.043632846,0.028893207,1.14929543,-0.772591375
1.067315803,-0.01769453,-0.460056445,0.502678315
1.064682843,-0.011492416,-0.130326507,-0.016324146
1.043625468,-0.042236668,-0.270511569,-0.047393827
1.054025319,-0.048781557,-0.547846262,0.214739263
1.034915757,-0.023965679,-0.142995618,-0.01727648
1.05309181,-0.020307939,-0.519400055,0.484191647
1.045014008,0.00745988,0.679625979,0.168360064
1.019434208,-0.017779846,-0.275115763,0.002347673
1.006676272,0.009896608,0.199599376,-0.484898018
1.005358577,0.013123174,0.235868038,-0.523755658
1.073518486,-0.010834945,-0.014297173,0.426917696
1.063410707,-0.014091895,-0.081106787,0.097660015
1.093417356,-0.004382615,0.064089154,0.186571652
1.052748833,-0.024757249,-0.117933349,-0.144359959
1.04401301,-0.02851472,-0.177693354,-0.132735868
1.06191889,-0.015331713,0.055248096,0.016294239
1.050106381,0.000290341,0.044138784,-0.053684943
1.033086256,0.001424303,-0.059504797,-0.371782373
1.039585805,-0.012739546,-0.006943642,-0.026752869
1.067561457,0.013234443,0.191935379,0.218569159
1.059963185,0.006579679,0.096276948,0.507443922
1.018080529,-0.000861138,-0.049850853,-0.163135852
1.0054332,-0.003045229,-0.680605419,-0.806171718
1.025998631,0.01521756,0.681409311,-0.022881669
1.085415937,-0.021563867,-0.296786254,0.599930899
1.045124576,-0.005372276,0.350837596,-0.42467969
1.09035668,-0.037070311,-0.205028205,0.28323346
1.071032278,-0.020877967,-0.330573355,0.107658577
1.080568799,-0.022477931,-0.012634326,0.36273812
1.039218738,0.001451519,0.051084201,-0.48440346
1.077621871,0.020019412,0.292652287,-0.099987027
1.047784844,-0.006902782,-0.244121315,-0.268208639
1.055338119,0.020562262,0.199470395,-0.129018494
1.043623853,-0.000503627,-0.248875905,0.242244282
1.040575136,0.011861652,0.500866305,0.218251879
1.002627386,-0.019751557,-0.334711471,-0.229904611
1.021927054,-0.001198988,-0.36073374,0.355458733
1.008341004,0.021551474,0.588959394,-0.797293605
1.069488629,-0.003581512,0.457372748,0.076365662
1.058578426,0.014097855,0.805569951,-0.133311976
1.093762868,0.001940359,-0.079909238,0.218955449
1.059881549,-0.04916291,-1.42078111,0.281075566
1.056984201,0.001253076,0.835112922,-0.262128412
1.042730581,-0.045281796,-0.494436389,0.016874684
1.056358618,-0.025015329,-0.068510735,0.021944018
1.044920555,-0.024647097,-0.291950606,-0.038537204
1.028038589,-7.47E-05,0.158937097,-0.240752597
1.068189311,0.019874227,0.286532958,0.271983648
1.06140961,0.009994363,-0.010819034,0.658499933
1.012733138,0.003877934,-0.158020708,-0.255608439
1.017211326,0.01571123,0.13522086,-0.172479071
1.006815101,0.017278441,-0.081889408,-0.785403763
1.068486247,-0.000912902,0.094602643,0.046576278
1.058523212,0.010108331,0.081957408,-0.327639603
1.095974101,0.01626261,0.04053148,0.233137518
1.079017477,-0.004531093,-0.051392264,0.455727333
1.055803187,0.000526876,-0.058940274,-0.265526151
1.055633705,0.005304833,0.025363901,-0.079916091
1.053305141,-0.025982449,-0.183944391,0.023691601
1.062521339,-0.007411007,0.060257533,0.019382462
1.032929488,-0.01426316,-0.15270422,-0.190744004
1.038009425,0.018881127,0.983673004,-0.30754237
1.042038508,-0.033902687,-1.190836249,0.918779627
0.992070474,0.022144451,0.406127377,-0.569345887
1.023300249,-0.025079649,-0.716033335,0.380469077
1.015914998,-0.004010067,0.387050386,-0.5154442
1.068585121,0.002663825,-0.177270826,0.298955504
1.062544519,-0.007944731,-0.050698213,0.018406196
1.098877738,0.005597725,0.089763132,0.227265582
1.046640928,-0.002798227,0.32537371,-0.423465346
1.043875479,-0.022679268,-0.481644425,0.158979272
1.045825373,0.028297609,0.322883103,-0.241353691
1.058902174,0.016759698,0.027517623,-0.021684597
1.053956474,0.025032762,0.188645618,-0.216899252
1.046207664,-0.000129556,-0.064831866,0.008061553
1.065669218,-0.022509533,-0.13366779,0.645649134
1.044427049,-0.002423857,0.565245578,-0.165948354
1.002629794,-0.009954569,-0.17172391,-0.38760207
1.037048145,-0.006546653,0.837031902,0.588422857
1.010134596,-0.02963745,-1.088025488,-0.71905481
1.061348841,-0.011089457,0.000997951,0.210770375
1.064377151,-0.016837677,-0.071396172,0.059064866
1.088914417,-0.019849986,-0.019820086,0.151712983
1.04509206,-0.013309467,-0.097712619,-0.312451055
1.041669986,0.008873691,0.157254202,-0.197096665
1.060694159,0.017710325,0.213297055,0.006363772
1.032382565,-0.037416732,-0.282698307,0.052481576
1.045043401,0.010591886,0.397142188,-0.308343968
1.033750837,-0.043243086,-0.260012023,0.054690926
1.047089687,0.007018698,0.95033981,-0.278891354
1.052673195,-0.04599457,-1.562206453,1.070701271
1.025185656,-0.010083278,-0.080951875,-0.140140893
1.030620583,0.032098001,1.637556075,-0.146815504
1.014321709,-0.003011261,-0.782508012,-0.483012869
1.075260898,-0.008041517,0.133370644,0.286168459
1.046568539,0.040601187,1.075340756,-0.403113364
1.09440973,-0.003625941,-0.28748297,0.303592853
1.058830148,-0.033228227,-1.276174472,0.180836091
1.052587083,-0.002741595,0.224762128,-0.250519757
1.070849335,0.010919734,0.185325979,-0.003569025
1.055279419,-0.026564263,-0.093340198,0.054400349
1.037524363,-0.009635194,-0.158799077,-0.365739635
1.056410439,-0.009390231,0.100878346,0.001135032
1.056099225,0.007271105,-0.052611294,0.26046101
1.044871339,0.010062703,0.159897397,-0.01117377
1.008685617,-0.013531906,-0.275693902,-0.285099246
1.035331224,-0.001731442,-0.558487536,0.362705804
1.034078978,0.026506654,1.115558057,-0.320675362
1.077108883,-0.043113134,-0.695127023,0.54744029
1.058442218,-0.00776248,0.087767746,-0.016417112
1.09156232,-0.024510166,-0.109841778,0.206157713
1.039476512,-0.00878644,-0.350092828,-0.2856388
1.039033957,0.013785041,0.296648565,-0.236612087
1.061481319,-0.004384145,0.107418988,-0.007549493
1.056145069,-0.017061751,0.064783148,-0.031335051
1.039765165,-0.001072691,0.128979881,-0.427973993
1.036024426,0.016216359,0.115827127,-0.077926006
1.051888152,-0.019782997,0.008492338,-0.005670728
1.049821816,-0.026103593,-0.319793034,0.372692805
0.999236983,-0.013823977,-0.055639783,-0.453499997
1.032234966,-0.014881138,-0.592949921,-0.233112607
1.046749943,0.004861262,0.791783066,0.299264134
1.060426496,0.016654764,0.613550569,-0.341779426
1.073624439,-0.006653908,-0.310769966,0.037850969
1.090969656,-0.002291046,0.029010322,0.107489371
1.069020128,0.024631029,0.794309616,-0.002792635
1.047643919,0.006449325,-0.225593157,-0.144853832
1.040990787,-0.00580904,-0.212258648,-0.038205373
1.04718013,-0.020205738,-0.176582565,-0.001271023
1.057001763,-0.019805453,-0.291265997,0.222815539
1.03713744,0.013461605,-0.022824427,-0.170063544
1.081228436,0.040669951,1.383340726,0.592920035
1.039512617,-0.009005071,-1.103229885,-0.249466104
1.015760271,-0.000104676,-0.038340634,-0.316487031
1.046636043,-0.001281336,0.663182057,0.803362124
1.021751938,-0.008882507,-0.623066191,-0.696725144
1.066626266,-0.019432337,-0.044902803,0.195809253
1.05409916,-0.032487076,-0.50062034,-0.137319665
1.061101672,-0.008413768,0.152844438,0.044021923
1.056229819,-0.014753351,0.375344184,-0.236340364
1.056024734,-0.035180992,-0.4437838,0.186965096
1.055332289,0.007833228,0.314718709,-0.195894884
1.04976831,-0.002326419,0.116685178,-0.138962104
1.043026725,-0.028315689,-0.276262863,-0.014695743
1.036804673,-0.001562188,0.075284441,-0.128216147
1.054587133,0.006779571,0.533699927,-0.103943626
1.054684692,-0.019448362,-0.509033954,0.669001165
1.000402405,-0.010328378,-0.120616882,-0.432963128
1.030429711,-0.001627356,0.491695765,-0.049837131
1.03026492,-0.006409183,-0.176364491,-0.051273555
1.058201112,-0.004169516,-0.104231501,-0.026004801
