Sample,From,To,Resistance,Reactance
212,6,13,0.065596982517422,0.129802054085614
212,7,8,0,0.179506153644792
212,7,9,0,0.110514855386151
212,9,10,0.0324037390802987,0.083973934582383
212,9,14,0.126474234596594,0.268676512059791
212,10,11,0.0827016272061436,0.19178281963848
212,12,13,0.22284634813157,0.202583789532172
212,13,14,0.173922607854321,0.347878559481863
213,1,2,0.0195626519536275,0.058499221723516
213,1,5,0.053537086398366,0.225686776979989
213,2,3,0.0466559108753337,0.197153333826685
213,2,4,0.0580866599064251,0.178261330717515
213,2,5,0.0576945551557059,0.172437738478105
213,3,4,0.0661774725329562,0.16749032804642
213,4,5,0.0136037320596241,0.0411851514556594
213,4,7,0,0.21161144133238
213,4,9,0,0.561708778169771
213,5,6,0,0.250978343457305
213,6,11,0.0935435260741163,0.199535664930321
213,6,12,0.12076312137965,0.254173294360037
213,6,13,0.0668052464819361,0.128584308869913
213,7,8,0,0.177828222273036
213,7,9,0,0.108039608117857
213,9,10,0.0309894641865656,0.0838823086220074
213,9,14,0.127759321603324,0.269709382497522
213,10,11,0.0810009829570661,0.192428785512986
213,12,13,0.220877637778963,0.1966410109172
213,13,14,0.167771184002235,0.354802786122959
214,1,2,0.019162057603254,0.0588579780501607
214,1,5,0.0540248514832571,0.222573090086975
214,2,3,0.0465871209732987,0.197863675218551
214,2,4,0.0584560281836221,0.179332693903074
214,2,5,0.0574966884386085,0.173563862928446
214,3,4,0.0666674800862603,0.170859654808634
214,4,5,0.0133793234727096,0.0415866433557879
214,4,7,0,0.210190847431012
214,4,9,0,0.562131572261859
214,5,6,0,0.254533541068384
214,6,11,0.0946557752620567,0.202043547752236
214,6,12,0.12548593847349,0.2559583407965
214,6,13,0.0670250831155111,0.129828480134677
214,7,8,0,0.17718252686301
214,7,9,0,0.113253090741872
214,9,10,0.0314356622145246,0.0845004956223919
214,9,14,0.128511867837545,0.271942926955838
214,10,11,0.0808207465656378,0.19224586131577
214,12,13,0.220428167270991,0.202323781431392
214,13,14,0.172580367497199,0.351617104150129
215,1,2,0.0195337340701354,0.0592167434890902
215,1,5,0.0541817063427326,0.223020802038096
215,2,3,0.0469863562340705,0.195159422556135
215,2,4,0.0583421962143341,0.175842203815101
215,2,5,0.0557672198645841,0.175502226347852
215,3,4,0.0664388815633586,0.170020667218477
215,4,5,0.0134756217970991,0.0419184647171255
215,4,7,0,0.20968144067308
215,4,9,0,0.563949008399948
215,5,6,0,0.249867755781307
215,6,11,0.0940619183148865,0.19620974668364
215,6,12,0.123049010477957,0.251850005885911
215,6,13,0.0666537429565037,0.129920071026153
215,7,8,0,0.175318084113109
215,7,9,0,0.112387278184156
215,9,10,0.032371536945375,0.082246514859589
215,9,14,0.127600988671991,0.272111786399465
215,10,11,0.0820893160233698,0.191899319352215
215,12,13,0.217787326492581,0.202414864736729
215,13,14,0.16992061232731,0.351163239979001
216,1,2,0.0195484227925428,0.0591638112271494
216,1,5,0.0546320578210564,0.220859455830263
216,2,3,0.0476034229297472,0.197490435361166
216,2,4,0.0583180345827608,0.176018577490164
216,2,5,0.0570907143463299,0.177676427837605
216,3,4,0.0667442345812119,0.173137523659838
216,4,5,0.0133673230855321,0.0417209071500903
216,4,7,0,0.209964404176761
216,4,9,0,0.561945920502672
216,5,6,0,0.251122552538964
216,6,11,0.0965983006481475,0.198401904023962
216,6,12,0.125745186324408,0.254601223638195
216,6,13,0.0659655518138848,0.131775083398783
216,7,8,0,0.176940412044952
216,7,9,0,0.110666036732359
216,9,10,0.0320576423794565,0.0855217150048055
216,9,14,0.128350198669263,0.268691375475077
216,10,11,0.0813183740774895,0.192297597822552
216,12,13,0.219260780841889,0.194894858792694
216,13,14,0.168534517507468,0.35266327255012
217,1,2,0.0192864042453718,0.0592994144765185
217,1,5,0.0544671085440895,0.222553357191465
217,2,3,0.046903746448303,0.194130372246117
217,2,4,0.0580669958159053,0.178732740503823
217,2,5,0.0570965533937022,0.171997241706619
217,3,4,0.0667608335377621,0.170921171417296
217,4,5,0.0132017906426656,0.0422754470834762
217,4,7,0,0.207243893736562
217,4,9,0,0.551230640045132
217,5,6,0,0.250597942832945
217,6,11,0.0946290800607729,0.197926878901984
217,6,12,0.124580438504699,0.256475192487829
217,6,13,0.0662327727418075,0.13145908487149
217,7,8,0,0.174241477358361
217,7,9,0,0.108242778017822
217,9,10,0.03158639582679,0.0850218261674641
217,9,14,0.1260166759878,0.268730758916991
217,10,11,0.0815674481078277,0.193942532607395
217,12,13,0.223965423864914,0.200659583435805
217,13,14,0.172582966370905,0.34318874089128
218,1,2,0.0194837733930127,0.0588444733157651
218,1,5,0.0534430366470256,0.221219216306277
218,2,3,0.0473952845441928,0.196432893213702
218,2,4,0.0572443817643765,0.177848692632269
218,2,5,0.0574501490790954,0.173482631526192
218,3,4,0.0669924738152037,0.171514826511162
218,4,5,0.0131961693782286,0.0424569302221853
218,4,7,0,0.209462038662955
218,4,9,0,0.556371508663246
218,5,6,0,0.252770113376832
218,6,11,0.0934987807718956,0.199085099469199
218,6,12,0.123637159362942,0.251855401676105
218,6,13,0.0664136820441504,0.13200523500742
218,7,8,0,0.176900940294014
218,7,9,0,0.112017944146281
218,9,10,0.0319417802204822,0.0851073463773149
218,9,14,0.125133267278004,0.26576407816707
218,10,11,0.0821560774171411,0.193741879193851
218,12,13,0.218139942761956,0.200939548848021
218,13,14,0.169985552213335,0.349602462195659
219,1,2,0.0192734118971181,0.0596846214845974
219,1,5,0.0540415390899381,0.224014181335106
219,2,3,0.0464882460817263,0.196158965007748
219,2,4,0.0584193406852786,0.177303578352502
219,2,5,0.0584465846247146,0.172253715264893
219,3,4,0.0678451501267594,0.173127968367651
219,4,5,0.0133799101131955,0.0428421182664481
219,4,7,0,0.205609389447697
219,4,9,0,0.557931827350202
219,5,6,0,0.249080094437947
219,6,11,0.0943159903704976,0.200701585535575
219,6,12,0.122519576316261,0.254887591303455
219,6,13,0.0662045251089984,0.127622307236132
219,7,8,0,0.17450400414698
219,7,9,0,0.110614669740972
219,9,10,0.0316277055408903,0.0843682411954888
219,9,14,0.128610249053738,0.272128777929335
219,10,11,0.0832289213009431,0.193416022081214
219,12,13,0.223698654437209,0.199450302979933
219,13,14,0.172354068821024,0.355054483429423
220,1,2,0.0194656727644925,0.0589732581758199
220,1,5,0.0541137217991075,0.227187703391666
220,2,3,0.0470920173254519,0.19866307936973
220,2,4,0.0588507979309828,0.175574436044942
220,2,5,0.0563513308168367,0.174486824689086
220,3,4,0.0662359805717425,0.16977268225958
220,4,5,0.0132300228704498,0.0424653098243443
220,4,7,0,0.210817563897563
220,4,9,0,0.561170645690964
220,5,6,0,0.250592542323003
220,6,11,0.0934471358587519,0.198177836045882
220,6,12,0.124037156266584,0.257584977913303
220,6,13,0.0658793780570781,0.130009434431463
220,7,8,0,0.17542074594963
220,7,9,0,0.108412774088685
220,9,10,0.0318645178745568,0.0854169616561352
220,9,14,0.126994143277357,0.271245948839307
220,10,11,0.0824809150731193,0.191656641262288
220,12,13,0.218238435360531,0.202215855525168
220,13,14,0.170711359129963,0.349924467767588
221,1,2,0.0196259786088278,0.0594318092175027
221,1,5,0.0536185851174936,0.219440366128404
221,2,3,0.0472780603286385,0.198841790030049
221,2,4,0.0593061247053218,0.175808804121946
221,2,5,0.0565060383308935,0.175884257792841
221,3,4,0.0666201713017475,0.169684234252131
221,4,5,0.0133943379516036,0.0427222749134061
221,4,7,0,0.21186396324852
221,4,9,0,0.563188531028392
221,5,6,0,0.250994639909963
221,6,11,0.0953552552251301,0.20113887794375
221,6,12,0.121721492350943,0.25619540904156
221,6,13,0.0660664474839149,0.131954997454555
221,7,8,0,0.175625022157247
221,7,9,0,0.111553155131842
221,9,10,0.0315648660815072,0.0845973877499302
221,9,14,0.128353860558891,0.27373280421338
221,10,11,0.084105739549769,0.188705169440716
221,12,13,0.220472480101113,0.198640044911483
221,13,14,0.17229507935981,0.346318728603028
222,1,2,0.0195533505848281,0.059231007443911
222,1,5,0.053899093642506,0.222076718487861
222,2,3,0.0466126250536994,0.199882106409939
222,2,4,0.0580413549517152,0.178284534762236
222,2,5,0.0567452989561357,0.173927147171567
222,3,4,0.0673251042218053,0.169830045683001
222,4,5,0.0132837852390524,0.0421194370180729
222,4,7,0,0.207543190587978
222,4,9,0,0.542075540709329
222,5,6,0,0.248731888872917
222,6,11,0.0967869327960606,0.193972822945193
222,6,12,0.123416133288946,0.258145983517835
222,6,13,0.0662473483270751,0.129077104553117
222,7,8,0,0.1743318928172
222,7,9,0,0.107621943669545
222,9,10,0.0315142142344785,0.0841775397813331
222,9,14,0.126506079323183,0.269655896054606
222,10,11,0.082697843832482,0.194836241660734
222,12,13,0.220147465385201,0.199482628511603
222,13,14,0.171718069602772,0.349056622198664
223,1,2,0.0193193871163682,0.0592724951860251
223,1,5,0.0545582001906601,0.22222446241057
223,2,3,0.0463134100806223,0.196334679046418
223,2,4,0.0590518752924825,0.176185384818634
223,2,5,0.0571177574736945,0.17663274308403
223,3,4,0.0665153056216847,0.172486057878523
223,4,5,0.0134722123203491,0.0420750842767002
223,4,7,0,0.207526422596387
223,4,9,0,0.551873338830864
223,5,6,0,0.255723090479717
223,6,11,0.0967093837825314,0.197795369294541
223,6,12,0.122584881016313,0.257393345001331
223,6,13,0.0653058230780529,0.129909275138083
223,7,8,0,0.174993373081286
223,7,9,0,0.108975360994404
223,9,10,0.0317218216585659,0.0860255836207512
223,9,14,0.12516090342486,0.269614414722167
223,10,11,0.0800098331937396,0.189436882337247
223,12,13,0.221936933759989,0.197175818926048
223,13,14,0.171419640958238,0.346369758872613
224,1,2,0.0191176544883698,0.0596442102518478
224,1,5,0.054843291398118,0.22032776924913
224,2,3,0.0476901644302971,0.197719154297954
224,2,4,0.0565522348010943,0.174120737024234
224,2,5,0.0575488878866851,0.175182725627139
224,3,4,0.0679034821392077,0.1693892750137
224,4,5,0.0134365876793956,0.0412713469359937
224,4,7,0,0.205510137404038
224,4,9,0,0.550320318587945
224,5,6,0,0.253537391048988
224,6,11,0.0951101599435216,0.198896074748723
224,6,12,0.123621988464515,0.258656411242749
224,6,13,0.06701421390576,0.129873596629714
224,7,8,0,0.177711548703971
224,7,9,0,0.109325597389988
224,9,10,0.0322904307701409,0.0840569065354955
224,9,14,0.129225758579745,0.269233907632339
224,10,11,0.0817216690540327,0.192570870429078
224,12,13,0.218574541739599,0.201797285088965
224,13,14,0.171233826198187,0.346731974641509
225,1,2,0.019230686558471,0.0595794450962407
225,1,5,0.0530667673976234,0.22303508126823
225,2,3,0.0471805385411702,0.197378603524456
225,2,4,0.0579567146262654,0.178387996361074
225,2,5,0.056324087288613,0.176222890613745
225,3,4,0.0664242654446887,0.170222359517142
225,4,5,0.0134170720638175,0.042521340927964
225,4,7,0,0.209549195027673
225,4,9,0,0.564254664385338
225,5,6,0,0.254235455836906
225,6,11,0.0929810698584486,0.19708621102721
225,6,12,0.122285445818583,0.255424360087015
225,6,13,0.0669934314754203,0.128851200610598
225,7,8,0,0.179347270226513
225,7,9,0,0.109402122852524
225,9,10,0.0316730784712368,0.0850217504983493
225,9,14,0.129348314353828,0.267051750158874
225,10,11,0.082663078224331,0.19270450370454
225,12,13,0.221938077101279,0.19651131157497
225,13,14,0.172544651663888,0.353477693507746
226,1,2,0.0190524229734307,0.0596510051202614
226,1,5,0.0540442621691773,0.223794869137395
226,2,3,0.0473690735211217,0.200709248188389
226,2,4,0.0591654277583317,0.177490795216252
226,2,5,0.0564036932165735,0.172658982432253
226,3,4,0.0665547487846607,0.170867289936214
226,4,5,0.0134061582751444,0.0422000801294996
226,4,7,0,0.211514463932177
226,4,9,0,0.550032579094481
226,5,6,0,0.253250870601908
226,6,11,0.0931942800470068,0.196062405931818
226,6,12,0.122714500502316,0.254267840694037
226,6,13,0.0667298392440085,0.130565784151375
226,7,8,0,0.177425276038057
226,7,9,0,0.112618196271834
226,9,10,0.0319466882779596,0.0841267456542421
226,9,14,0.125786153800672,0.271178710097941
226,10,11,0.0816847513106929,0.191106262964252
226,12,13,0.219344033268431,0.200112868521146
226,13,14,0.169606909784072,0.346404709337392
227,1,2,0.0191814548692991,0.0600857777110753
227,1,5,0.0537622883046055,0.220815493768031
227,2,3,0.0462198071042016,0.20145122187769
227,2,4,0.0580071696398656,0.175678372315398
227,2,5,0.0569972376928863,0.177202512263837
227,3,4,0.0665416239556296,0.172132067339654
227,4,5,0.0135196656598276,0.0419325242980304
227,4,7,0,0.208770798892734
227,4,9,0,0.560137166054798
227,5,6,0,0.251461921398675
227,6,11,0.0935422998563287,0.195143723088632
227,6,12,0.124610172948155,0.254699339461069
227,6,13,0.0667202132762565,0.130829319671295
227,7,8,0,0.176000543253893
227,7,9,0,0.110306907785878
227,9,10,0.0317926043666069,0.0833907914555804
227,9,14,0.128328266362316,0.270943009022482
227,10,11,0.0823603794272273,0.190369027059713
227,12,13,0.221653139489663,0.198602330503427
227,13,14,0.170093471581256,0.349003302121321
228,1,2,0.0193282939202007,0.0587068568277461
228,1,5,0.0541660595744335,0.219853396556775
228,2,3,0.0470688585380608,0.196595094940347
228,2,4,0.0587770473062486,0.179475885383608
228,2,5,0.0562694055345656,0.174994696734375
228,3,4,0.0663758110310224,0.171139135485624
228,4,5,0.0131404453015962,0.0424499676820016
228,4,7,0,0.208968287466915
228,4,9,0,0.553427380501367
228,5,6,0,0.250600289932893
228,6,11,0.0943498238010282,0.198195754010898
228,6,12,0.124794046640959,0.251164122849104
228,6,13,0.06678217187181,0.130175340184845
228,7,8,0,0.177451088291813
228,7,9,0,0.111901910558434
228,9,10,0.0321461496013984,0.0863293283278944
228,9,14,0.126922391529873,0.270346113568646
228,10,11,0.0807302826679225,0.190708174712587
228,12,13,0.221295717121387,0.199145101721056
228,13,14,0.171040639746648,0.350901109079708
229,1,2,0.0195113461622494,0.0591763136730419
229,1,5,0.053569686570449,0.224666874389882
229,2,3,0.0470190817096375,0.200771334864004
229,2,4,0.0577220197065218,0.177886958220342
229,2,5,0.056855767815104,0.177462217355638
229,3,4,0.0675557883980347,0.169473493020378
229,4,5,0.0134080069944927,0.0422342218285008
229,4,7,0,0.21164539452961
229,4,9,0,0.564509925681551
229,5,6,0,0.255247949994309
229,6,11,0.0949477928586556,0.197711515109896
229,6,12,0.125594426906858,0.252844604776532
229,6,13,0.0648105620851774,0.130739798470661
229,7,8,0,0.176094476645083
229,7,9,0,0.110094285993533
229,9,10,0.0317120667718919,0.083853345882135
229,9,14,0.128154626650034,0.275095004785216
229,10,11,0.0826536316138086,0.192584930847249
229,12,13,0.224246034826737,0.20084570338617
229,13,14,0.170645886408731,0.344216611375612
230,1,2,0.0195898077189204,0.0586794354262736
230,1,5,0.0526816497794592,0.227086545797027
230,2,3,0.0470330246445842,0.196838743984359
230,2,4,0.0577717617219842,0.177452309715186
230,2,5,0.0563679743644876,0.173711352207669
230,3,4,0.0672988076814326,0.169469278210904
230,4,5,0.0132413233917414,0.0429894758747294
230,4,7,0,0.206609944804919
230,4,9,0,0.556842320105799
230,5,6,0,0.253851951943586
230,6,11,0.095757751796939,0.195623349868998
230,6,12,0.123249277643552,0.258530107924612
230,6,13,0.0660445863584721,0.127683421723713
230,7,8,0,0.175511358713357
230,7,9,0,0.108996935328694
230,9,10,0.0318456607611761,0.0852812112883687
230,9,14,0.128613281500298,0.267197546111955
230,10,11,0.0824896871930636,0.187877281969083
230,12,13,0.221415244799365,0.198965179488647
230,13,14,0.169921248242475,0.353703715123748
231,1,2,0.0193215447626444,0.0612485689160061
231,1,5,0.0537830003328592,0.223602077688712
231,2,3,0.0471847492559112,0.200229586552437
231,2,4,0.0584665606684075,0.173104009071115
231,2,5,0.0575609535292227,0.172216644351403
231,3,4,0.0662231495503065,0.171586673143276
231,4,5,0.0131595641644518,0.0422086328201225
231,4,7,0,0.210513955672113
231,4,9,0,0.55427715681292
231,5,6,0,0.255278551490408
231,6,11,0.0945170624346917,0.195597845744826
231,6,12,0.123194762802842,0.258075283899385
231,6,13,0.0665615549954271,0.130389584463074
231,7,8,0,0.175439761470791
231,7,9,0,0.108970930784492
231,9,10,0.0322433100011762,0.0860884472821322
231,9,14,0.12913903680277,0.27207701236303
231,10,11,0.0817674833776217,0.190706852548738
231,12,13,0.219512301212277,0.199112272143159
231,13,14,0.16907242164462,0.339656848190934
232,1,2,0.0192097653346731,0.0592179934113507
232,1,5,0.0540294578656803,0.221317531271122
232,2,3,0.0468093623778684,0.198432105342015
232,2,4,0.0568142153007116,0.17391278679902
232,2,5,0.0567903936253,0.174607739464228
232,3,4,0.066885140094311,0.169176299653399
232,4,5,0.0134576589870116,0.0422770394167821
232,4,7,0,0.208099111190753
232,4,9,0,0.558407005358045
232,5,6,0,0.254649355191658
232,6,11,0.0954427315768009,0.200490654819426
232,6,12,0.122864644145013,0.25556942478948
232,6,13,0.0667195722987158,0.13065981304403
232,7,8,0,0.177050574047455
232,7,9,0,0.109244199057439
232,9,10,0.0319038359688132,0.0854541973475111
232,9,14,0.129971433332902,0.263774177710192
232,10,11,0.0833046939899425,0.193189347758896
232,12,13,0.220137392578974,0.198694730417818
232,13,14,0.172568968765646,0.348604691185178
233,1,2,0.0189938804904891,0.0592028082143434
233,1,5,0.0536754271562111,0.223253537636703
233,2,3,0.0473161364052491,0.200225073767222
233,2,4,0.0571182136612924,0.173591302407375
233,2,5,0.0572524982932907,0.173327248466725
233,3,4,0.0679738163794141,0.171192739577351
233,4,5,0.0132993248238219,0.0423216945481464
233,4,7,0,0.210002829731426
233,4,9,0,0.559534149095016
233,5,6,0,0.254121380734955
233,6,11,0.0955371194581258,0.198961679414874
233,6,12,0.123284815262483,0.255077295131745
233,6,13,0.0658984242416211,0.131878479219855
233,7,8,0,0.178819000857832
233,7,9,0,0.110061731565782
233,9,10,0.0321644803783854,0.0851974536568986
233,9,14,0.125900789125227,0.274022344313998
233,10,11,0.082458483626717,0.189851670896177
233,12,13,0.221141368257572,0.201787445095479
233,13,14,0.16847676466191,0.351778504290304
234,1,2,0.0194040691217824,0.0582575035416408
234,1,5,0.0536471831847892,0.228611094844606
234,2,3,0.046884666198994,0.195484229670391
234,2,4,0.0581206536808389,0.175110606277848
234,2,5,0.0575968089461871,0.174802296899075
234,3,4,0.0669570493901607,0.169865905129264
234,4,5,0.0131879047792539,0.0409543126882586
234,4,7,0,0.207884444431042
234,4,9,0,0.548762670792833
234,5,6,0,0.248064450907302
234,6,11,0.0948032632527727,0.200525433316846
234,6,12,0.120816862529128,0.255253455231179
234,6,13,0.0657866266547666,0.131134563275815
234,7,8,0,0.175682793341155
234,7,9,0,0.110447239927862
234,9,10,0.0315763647360651,0.0851257159251146
234,9,14,0.12717572251715,0.272614612980792
234,10,11,0.0828235025155869,0.189883850699516
234,12,13,0.220725607157228,0.19995971304527
234,13,14,0.173334652375898,0.343117616642168
235,1,2,0.0193461119734038,0.0582236968086137
235,1,5,0.0541451401331545,0.21979247949953
235,2,3,0.0464327569991072,0.198615665131182
235,2,4,0.0587369029058627,0.17553470028738
235,2,5,0.0565853542506521,0.175998218148529
235,3,4,0.0671595704774647,0.171015461672591
235,4,5,0.0132587042057324,0.0430046889200225
235,4,7,0,0.208885413948705
235,4,9,0,0.557116365334172
235,5,6,0,0.253997587425569
235,6,11,0.0950073112363849,0.199365555945094
235,6,12,0.124228800863731,0.255862481915385
235,6,13,0.0668325657713863,0.133997452880786
235,7,8,0,0.178144043098404
235,7,9,0,0.109485022950327
235,9,10,0.0316807353273022,0.0855772726117285
235,9,14,0.126668360400758,0.268735541066467
235,10,11,0.0825882535296438,0.194520970082259
235,12,13,0.220604295314907,0.199062939208007
235,13,14,0.172924201568637,0.341464929048761
236,1,2,0.0193612123570418,0.0594628819937185
236,1,5,0.0538448171831742,0.2240052442062
236,2,3,0.0467752700833572,0.199361978487418
236,2,4,0.0574605390825034,0.175528595168923
236,2,5,0.055783492752226,0.175730153886246
236,3,4,0.0663528017575031,0.168499936901617
236,4,5,0.0132281429965096,0.04173729298427
236,4,7,0,0.208366032070936
236,4,9,0,0.555600362753111
236,5,6,0,0.252101554666079
236,6,11,0.0949131605237873,0.199724142512193
236,6,12,0.121790685926626,0.257294111374669
236,6,13,0.0654324681692671,0.130151634419779
236,7,8,0,0.176158287101443
236,7,9,0,0.111946649278768
236,9,10,0.0311303861839996,0.0837044049201038
236,9,14,0.1273812568165,0.269718676103891
236,10,11,0.0807944572936954,0.192451829731612
236,12,13,0.219143832834097,0.199675607960743
236,13,14,0.167214217977547,0.352792933141842
237,1,2,0.0193062034775404,0.0600779451894487
237,1,5,0.0542724936504575,0.223742016601825
237,2,3,0.0472179856369036,0.196172035309424
237,2,4,0.0579287867980198,0.175892691447088
237,2,5,0.0569635535584616,0.174211391862098
237,3,4,0.0661298551073298,0.171868233869262
237,4,5,0.0133753489802272,0.0422899654910081
237,4,7,0,0.212363975933275
237,4,9,0,0.555874975988043
237,5,6,0,0.253159966032308
237,6,11,0.0965003758786395,0.200883181531003
237,6,12,0.121795348048652,0.256484544987794
237,6,13,0.065309820607071,0.127565242048548
237,7,8,0,0.173279970408955
237,7,9,0,0.111585510883621
237,9,10,0.0313527360331885,0.0857016430329574
237,9,14,0.128264803494575,0.271084263484356
237,10,11,0.0839617035408139,0.190634070443809
237,12,13,0.221450308345312,0.195687478312402
237,13,14,0.170296793894767,0.346984609747527
238,1,2,0.0194125795540051,0.058982180058412
238,1,5,0.0540180923332506,0.224498914890877
238,2,3,0.0467795771712491,0.198242279730833
238,2,4,0.0581071794745614,0.174111577105835
238,2,5,0.0587153439714758,0.174922826978949
238,3,4,0.0655310572920334,0.170790960582266
238,4,5,0.0132328321118526,0.0416249236243746
238,4,7,0,0.209709874229404
238,4,9,0,0.569065788123868
238,5,6,0,0.254489825675907
238,6,11,0.0963057112709417,0.196265185978346
238,6,12,0.123806692760583,0.253777991012218
238,6,13,0.0666848990705637,0.130381460138317
238,7,8,0,0.175070637826754
238,7,9,0,0.111304947935582
238,9,10,0.0319206839153527,0.0849279055520587
238,9,14,0.126521913868585,0.27525404823595
238,10,11,0.0820803010301468,0.192380731275186
238,12,13,0.222035313187573,0.201322097105152
238,13,14,0.169972835462608,0.347097761191783
239,1,2,0.0190630664227919,0.0597719880832155
239,1,5,0.0541762649502396,0.219153326598539
239,2,3,0.0465427750498532,0.199144178778778
239,2,4,0.0571166691515397,0.176300503840757
239,2,5,0.0572934669625169,0.174372507243399
239,3,4,0.066766573160141,0.171044946370703
239,4,5,0.0131923989189123,0.0415927528540616
239,4,7,0,0.210597399818875
239,4,9,0,0.553944505716697
239,5,6,0,0.25102417010217
239,6,11,0.0948437237831198,0.200350286034157
239,6,12,0.123647353299428,0.256394561560659
239,6,13,0.0657452607663787,0.128377975961377
239,7,8,0,0.176560800038065
239,7,9,0,0.108691723929926
239,9,10,0.0322765675966196,0.0840374920330718
239,9,14,0.125877242438079,0.268176031317192
239,10,11,0.0816622471006799,0.192991331995394
239,12,13,0.222131718935388,0.200398372451491
239,13,14,0.172960652106739,0.35329667116093
240,1,2,0.0193379131187021,0.0588121619645451
240,1,5,0.0537317630359527,0.227966106932301
240,2,3,0.0471088440483785,0.199479230788444
240,2,4,0.0584767077074423,0.173648327822137
240,2,5,0.0578467835213401,0.171404299302231
240,3,4,0.0666449435377413,0.170740303919573
240,4,5,0.0133505817908088,0.0423439657287833
240,4,7,0,0.206586634704635
240,4,9,0,0.56735624627032
240,5,6,0,0.255544963489524
240,6,11,0.0948836683461545,0.198506519352113
240,6,12,0.12415288644532,0.259426992418068
240,6,13,0.066111855692381,0.131013722913803
240,7,8,0,0.175755732952127
240,7,9,0,0.10905045594571
240,9,10,0.0315756568074522,0.0851699235116217
240,9,14,0.127126043764923,0.266253154268266
240,10,11,0.0808014861656422,0.188969909668269
240,12,13,0.221064945116125,0.199046168687136
240,13,14,0.168216980455778,0.349612362062844
241,1,2,0.0194403866369486,0.057895131495399
241,1,5,0.0543756709536412,0.224297343719134
241,2,3,0.0467445836178711,0.198136964887187
241,2,4,0.0582247519624189,0.174160578791562
241,2,5,0.0567305106211316,0.175252671260692
241,3,4,0.0678403216764302,0.167293977534112
241,4,5,0.0131936297538239,0.0421887346887853
241,4,7,0,0.206074153652627
241,4,9,0,0.557127920834997
241,5,6,0,0.252769189954623
241,6,11,0.0951650394355728,0.196816485182331
241,6,12,0.122758596578903,0.256686512448954
241,6,13,0.065709262667714,0.130659061213722
241,7,8,0,0.175467046832796
241,7,9,0,0.110771517339962
241,9,10,0.0322381723766033,0.0839578710458043
241,9,14,0.126011721894225,0.271677768594106
241,10,11,0.0827733810094144,0.191614424188635
241,12,13,0.222270856270196,0.200493756583334
241,13,14,0.171412122526302,0.347141778526956
242,1,2,0.0197406321664367,0.058165708994864
242,1,5,0.0534825903646944,0.220008179777899
242,2,3,0.0473090142506174,0.196060531732449
242,2,4,0.0586413548782438,0.177199140370542
242,2,5,0.0568808522451809,0.174109633054806
242,3,4,0.0665823610829113,0.169405150716787
242,4,5,0.0131345660317409,0.0418049055459014
242,4,7,0,0.212078645525269
242,4,9,0,0.556205372151783
242,5,6,0,0.25326637684992
242,6,11,0.0954589493335605,0.19478666023954
242,6,12,0.121453637634788,0.255124130749566
242,6,13,0.0663971511067173,0.129990486331015
242,7,8,0,0.174945011132019
242,7,9,0,0.110397943723284
242,9,10,0.0314432450313304,0.0853230640614966
242,9,14,0.127099679874582,0.270029694077486
242,10,11,0.0817397512473018,0.190817033870415
242,12,13,0.22005563385353,0.198681344107774
242,13,14,0.172288999273891,0.351094353153307
243,1,2,0.0195680634742661,0.0584978518672582
243,1,5,0.0540874091938701,0.223970771281389
243,2,3,0.0472304454612421,0.199610376416252
243,2,4,0.0583558595563337,0.17648066471416
243,2,5,0.0560566446813927,0.173689997781963
243,3,4,0.0661067476066649,0.171543879146962
243,4,5,0.0133504751801154,0.042301284010467
243,4,7,0,0.208749787351087
243,4,9,0,0.555198819488101
243,5,6,0,0.253804387992369
243,6,11,0.0947064147591879,0.199730658761399
243,6,12,0.124109078688991,0.258231562151325
243,6,13,0.0667713904660455,0.131825719477622
243,7,8,0,0.175986969263356
243,7,9,0,0.109865635950018
243,9,10,0.0318656777989412,0.0837796260885581
243,9,14,0.12697107368606,0.27259271912307
243,10,11,0.0823398236044452,0.195030667648418
243,12,13,0.222690089778855,0.201004889604759
243,13,14,0.168861566845436,0.352147300517276
244,1,2,0.0193874734230947,0.0585862756389017
244,1,5,0.0554199449502015,0.225021462132041
244,2,3,0.0463245943725244,0.196853942825777
244,2,4,0.058494023536552,0.175175883113523
244,2,5,0.0569058500093061,0.171788061899534
244,3,4,0.0668801084330513,0.168563358224046
244,4,5,0.0133396014780041,0.0423181682338972
244,4,7,0,0.209831418557597
244,4,9,0,0.550390429547937
244,5,6,0,0.249786553161708
244,6,11,0.0948331472068486,0.199911772849723
244,6,12,0.122859768462924,0.25600421737455
244,6,13,0.0671704158899552,0.129120004728217
244,7,8,0,0.176007373949012
244,7,9,0,0.109199994676892
244,9,10,0.0320910458055581,0.0840693903301281
244,9,14,0.124333525089156,0.269681573860119
244,10,11,0.0822456200198158,0.190168317213977
244,12,13,0.221161245008698,0.200863848449376
244,13,14,0.16812600599861,0.351530367366924
245,1,2,0.0193146575813364,0.0585885868753627
245,1,5,0.0545970302384609,0.222964643482987
245,2,3,0.0467888758016209,0.196447662413719
245,2,4,0.0583480944262014,0.176603809990178
245,2,5,0.0564380133186046,0.173467115852208
245,3,4,0.0666479950457601,0.172759981989861
245,4,5,0.0131394707570565,0.0422826510255646
245,4,7,0,0.207225566617565
245,4,9,0,0.561274049528455
245,5,6,0,0.24771429524403
245,6,11,0.0946002299494514,0.198507644306256
245,6,12,0.122589630395011,0.255579943821968
245,6,13,0.0666352806103514,0.129716989005301
