Voltage,Angle,Pi,Qi
1.011070145,-0.221585192,-0.928549997,0.075659852
1.016123676,-0.179633361,-0.456027772,-0.067903358
1.020245109,-0.155182361,-0.139548466,0.048713049
1.072265369,-0.247633636,-0.090383766,0.098516167
1.061898887,-0.230623788,0.048081474,0.014371888
1.090089467,-0.234836043,-0.027680635,0.174513332
1.056002201,-0.259009303,-0.281150082,-0.168236345
1.050790455,-0.263358131,-0.133838318,-0.057808217
1.059368155,-0.254048478,0.006312389,-0.020865619
1.054887176,-0.261278741,-0.047974937,-0.030749387
1.048175114,-0.265778394,-0.184522537,-0.076640384
1.035201859,-0.278015293,-0.139226297,-0.050845731
1.058682137,0.002022959,2.418604764,-0.223374223
1.045170656,-0.090570038,0.037834967,0.388621713
1.009023994,-0.220368338,-0.904225791,0.038276991
1.016959588,-0.180779333,-0.511966698,-0.007361666
1.020566014,-0.153142688,-0.039011848,0.0310392
1.070349262,-0.246506206,-0.091331469,0.061350376
1.062130371,-0.233661805,-0.004771198,0.015324442
1.089683498,-0.234665899,-0.006597357,0.170450022
1.05619307,-0.259925813,-0.257298401,-0.161487514
1.050461127,-0.263703708,-0.108344823,-0.063745129
1.056964862,-0.257849292,-0.038466922,-0.014407942
1.055609241,-0.261084585,-0.052755459,-0.011929086
1.048506078,-0.262869546,-0.144451606,-0.080830617
1.034400292,-0.280434409,-0.160136547,-0.04741332
1.059227423,-0.003091855,2.245990522,-0.17502053
1.045270428,-0.086607027,0.256942785,0.287582272
1.008384749,-0.222706824,-0.960982151,0.030056796
1.020950574,-0.180024805,-0.44056889,0.134400932
1.020423955,-0.1540411,-0.10646635,-0.047507357
1.069511194,-0.248749939,-0.106928864,0.041639095
1.063920345,-0.230995991,0.047073143,0.014965204
1.091438829,-0.234101971,-0.020474996,0.170538424
1.05687345,-0.260076145,-0.298178605,-0.154472334
1.049531174,-0.262922395,-0.099706761,-0.092236121
1.056954463,-0.258356988,-0.033228421,-0.007820014
1.054613879,-0.264247047,-0.063270514,-0.015540271
1.04988637,-0.265689579,-0.143876197,-0.053654898
1.035178429,-0.279135416,-0.145882569,-0.056137909
1.062364567,-0.002045078,2.283474637,-0.105938289
1.04485336,-0.086000539,0.207131793,0.2328502
1.008820433,-0.217145398,-0.900866358,0.017963845
1.019959012,-0.180748932,-0.533679707,0.124438723
1.020466556,-0.153310531,-0.068660791,-0.042761333
1.069321602,-0.248734781,-0.13504767,0.032648558
1.063588546,-0.228966844,0.118643228,0.040525523
1.089814047,-0.23272328,-0.024718288,0.162299731
1.055162522,-0.263241758,-0.378731494,-0.20017722
1.050949057,-0.265696841,-0.099729651,-0.043097791
1.056660768,-0.256895202,-0.009363056,-0.028212355
1.057214025,-0.26501824,-0.064052046,0.006538638
1.050827485,-0.263781673,-0.113742053,-0.065101018
1.034505551,-0.280946378,-0.150933193,-0.054196192
1.059928303,-0.002622247,2.255706305,-0.202264882
1.04730637,-0.086787577,0.247529097,0.340028773
1.010183153,-0.223511029,-0.97786085,0.051882345
1.019970382,-0.177641471,-0.352489795,0.040265821
1.021532462,-0.153767385,-0.153419129,0.010889818
1.070012672,-0.245769654,-0.031171754,0.014371916
1.061324109,-0.23506646,-0.097463847,-0.02053848
1.090479408,-0.228719137,0.041703305,0.180622013
1.056160389,-0.259410241,-0.266777826,-0.168406219
1.051317866,-0.261592466,-0.062355929,-0.063594888
1.056385774,-0.26008611,-0.07672906,-0.00639395
1.055184011,-0.26513132,-0.076924438,-0.007205348
1.05022115,-0.266340178,-0.168816008,-0.044308095
1.035952437,-0.280139332,-0.149613945,-0.047314876
1.058718558,-0.00013642,2.32841354,-0.186826437
1.044662755,-0.08698077,0.185706349,0.310317007
1.009901638,-0.220144232,-0.936318781,0.052982978
1.018761318,-0.177690002,-0.302846133,0.033106808
1.019485157,-0.156723939,-0.266054371,0.019503354
1.069381115,-0.247887702,-0.069774632,0.040100489
1.062376604,-0.232319085,0.026843749,0.021924056
1.090569638,-0.232151319,0.001103455,0.174547167
1.054715823,-0.26343684,-0.375954933,-0.202109517
1.051182843,-0.264736708,-0.074761285,-0.038588177
1.055796861,-0.257314189,-0.026023522,-0.031616484
1.054999318,-0.263362328,-0.053223473,-0.019399578
1.049412364,-0.267563105,-0.17742078,-0.044947541
1.036992033,-0.280151218,-0.12758407,-0.043219957
1.060465603,0.0003465,2.412839691,-0.18368848
1.045860979,-0.090751843,0.088590477,0.367104553
1.011346101,-0.22254182,-0.91709638,0.066159074
1.016780443,-0.181465941,-0.450432217,-0.000798781
1.018535318,-0.156217253,-0.140380667,-0.026774021
1.070661244,-0.248940002,-0.102026724,0.078266837
1.06105767,-0.234283663,-0.02470222,-0.008268155
1.089934858,-0.235033935,-0.004925785,0.178680554
1.056218762,-0.258714645,-0.185585915,-0.182794112
1.050984476,-0.266021314,-0.159518611,-0.031159554
1.05636337,-0.257112802,-0.01298099,-0.037000847
1.052938678,-0.261937702,-0.05904101,-0.043599486
1.05095579,-0.266192627,-0.137534292,-0.042424404
1.036075775,-0.283014356,-0.169552317,-0.038881403
1.058809916,-0.002950163,2.223210797,-0.178163312
1.045576189,-0.085590963,0.28679782,0.299633765
1.010532864,-0.222884303,-0.965880706,0.060168356
1.019879763,-0.179095136,-0.401731831,0.110245715
1.019000142,-0.15315761,-0.128525184,-0.079490009
1.069987796,-0.244209055,-0.026108363,0.013821521
1.06394368,-0.236543167,-0.082697452,0.02717214
1.090625549,-0.232908509,0.023942757,0.165243214
1.056797365,-0.260602001,-0.253457959,-0.20904352
1.053666601,-0.264034288,-0.095291793,-0.024970719
1.058077146,-0.257079226,-0.041138555,-0.016644072
1.055841114,-0.26129349,-0.053220002,-0.02092803
1.050110986,-0.267503377,-0.200329954,-0.023666526
1.035828815,-0.28194883,-0.154414983,-0.047881827
1.060672417,0.004360208,2.374392157,-0.126964552
1.043052807,-0.083943526,0.194386032,0.235747709
1.010079367,-0.224504533,-0.973228574,0.086133136
1.017414885,-0.180595131,-0.53897677,0.040009135
1.01972322,-0.151755922,-0.036605459,-0.001188264
1.070657797,-0.248931772,-0.10216514,0.068950915
1.064279256,-0.232234796,0.021939081,0.064347775
1.089189363,-0.232141079,0.000616729,0.154026841
1.055857125,-0.261200531,-0.322946839,-0.212717872
1.052609246,-0.263519756,-0.070845046,-0.034414726
1.056675858,-0.258870155,-0.043931657,-0.02903167
1.054229324,-0.266024099,-0.076230649,-0.013076888
1.049610162,-0.265660831,-0.140779734,-0.07372941
1.036505849,-0.280474128,-0.144774673,-0.042949586
1.059580786,0.000493574,2.270543138,-0.161940503
1.045020341,-0.083244525,0.342724478,0.262390832
1.010404304,-0.225080367,-0.969234674,0.066105102
1.019221403,-0.184492051,-0.620366115,0.141184674
1.019549029,-0.153943118,-0.048811034,-0.060138505
1.069872391,-0.245301433,-0.065830825,0.051101746
1.062500249,-0.235092859,-0.032696866,0.012796322
1.089761887,-0.232541659,0.016769574,0.168677051
1.055882017,-0.259795264,-0.243316765,-0.181011027
1.05025343,-0.263312799,-0.110891503,-0.051601788
1.055017767,-0.255509124,-0.030105771,-0.035379755
1.055132979,-0.262008199,-0.064033626,-0.011968831
1.049539767,-0.263876155,-0.156731015,-0.060214405
1.036586407,-0.279652314,-0.148847532,-0.040241407
1.059190837,0.003753361,2.455278539,-0.225111705
1.045868028,-0.089948867,0.053459681,0.398077655
1.007446485,-0.22154422,-0.924892116,0.003567677
1.020679685,-0.182148632,-0.461667455,0.161462483
1.019464767,-0.154660966,-0.106510627,-0.095583763
1.072592964,-0.247448789,-0.055576722,0.079161928
1.064096931,-0.236622903,-0.027147882,0.026410187
1.090395524,-0.236792909,-0.001119815,0.162792421
1.056862754,-0.262144784,-0.282788531,-0.167846534
1.050501848,-0.262550684,-0.065163987,-0.097361858
1.058656753,-0.258809149,-0.046938544,-0.004664178
1.053692585,-0.264054863,-0.076693853,-0.033883887
1.050912588,-0.26636604,-0.148537945,-0.060205473
1.036702605,-0.285160105,-0.169653705,-0.036900771
1.059943564,0.001139168,2.392045248,-0.176419854
1.044734649,-0.089017914,0.103898642,0.312144371
1.009940105,-0.224048346,-0.962713924,0.053225592
1.020583345,-0.179007451,-0.369791091,0.112226642
1.019581138,-0.154603861,-0.179372124,-0.061506056
1.070546356,-0.244813807,-0.041308607,0.028076881
1.063252347,-0.22990642,0.058921819,0.012629098
1.089971074,-0.23105092,-0.007529813,0.165332947
1.056862895,-0.261369895,-0.395302677,-0.13644942
1.050920862,-0.259732578,-0.031958701,-0.103539964
1.058787735,-0.257507178,-0.056489772,0.009559029
1.054939364,-0.265505617,-0.093169689,0.000401317
1.05064564,-0.26330888,-0.143500119,-0.056690295
1.03494059,-0.277017301,-0.136827507,-0.064390535
1.060984248,-0.001361146,2.305579571,-0.140743316
1.04483823,-0.087410837,0.168371235,0.277499371
1.010070017,-0.220744046,-0.926990113,0.051698818
1.018432028,-0.180115499,-0.511485336,0.056047404
1.020115568,-0.152074134,-0.013282559,-0.025468871
1.069456954,-0.251022226,-0.161193394,0.04460456
1.063775722,-0.232727126,0.005760747,0.047628917
1.089366802,-0.234080677,-0.00890463,0.158269287
1.055812569,-0.259707485,-0.29691067,-0.207239678
1.052656099,-0.261232059,-0.040827268,-0.054744601
1.058372749,-0.261438934,-0.060719893,0.002346222
1.055565426,-0.26249599,-0.042543012,-0.022343622
1.050404809,-0.265413565,-0.119898085,-0.057263133
1.034561766,-0.282144459,-0.165696207,-0.047785283
1.060309203,0.000359514,2.342785186,-0.189816741
1.046443659,-0.087466617,0.184154975,0.348103982
1.009255929,-0.223256944,-0.957798639,0.043095083
1.019084541,-0.180131077,-0.42090496,0.062585912
1.020084212,-0.154269835,-0.138125636,-0.026546979
1.069908506,-0.244477578,-0.04687732,0.035522304
1.063155141,-0.235766571,-0.013559512,0.036949325
1.089279913,-0.235069945,0.00457987,0.161552484
1.055402698,-0.263771199,-0.395589097,-0.181336386
1.052033617,-0.260240353,0.008345666,-0.058251196
1.054627136,-0.257504899,-0.072983942,-0.030498992
1.055225664,-0.265141355,-0.094500396,0.008115263
1.050663196,-0.261480852,-0.116939597,-0.073013013
1.036675045,-0.280399704,-0.146503368,-0.042133522
1.059409216,0.000504449,2.337112305,-0.173549454
1.044202391,-0.086338095,0.201781608,0.270260603
1.009335235,-0.22045428,-0.927759758,0.043320363
1.019083215,-0.180794272,-0.428389678,0.048307491
1.021295044,-0.156443978,-0.176445106,0.060406755
1.068569227,-0.248045852,-0.070873025,0.011791722
1.062043071,-0.235562536,-0.042955747,-0.003265736
1.089946629,-0.231665328,0.025610453,0.172706104
1.056698603,-0.262262142,-0.280973244,-0.147747512
1.050308416,-0.264990339,-0.09694528,-0.075741341
1.056698353,-0.259507074,-0.037834848,-0.007394893
1.054978033,-0.264019951,-0.055234461,-0.012433505
1.049058695,-0.267253126,-0.165356618,-0.046987482
1.035662995,-0.281652768,-0.146866752,-0.049218794
1.058968967,-0.001636504,2.264625754,-0.171362562
1.045329077,-0.085948404,0.245265312,0.32537929
1.008619682,-0.222367855,-0.970618635,0.046684549
1.019252867,-0.177287557,-0.321603509,0.116760015
1.017444043,-0.153887328,-0.204293818,-0.099302895
1.069870311,-0.245603017,-0.063741578,0.027324559
1.061271868,-0.23391332,-0.045951908,-0.016030963
1.088793555,-0.232766272,0.007524387,0.17011749
1.057013942,-0.259502545,-0.254878541,-0.138806084
1.050469011,-0.263552847,-0.112017855,-0.076507578
1.057682395,-0.258568427,-0.046320966,-0.000468233
1.056519061,-0.261864075,-0.057974705,-0.011204534
1.051027008,-0.264759912,-0.159797146,-0.036551237
1.035298438,-0.278683267,-0.148769626,-0.057828334
1.060421134,0.002815821,2.398032207,-0.18481186
1.046304346,-0.087266716,0.146347856,0.377231426
1.008464265,-0.219177536,-0.907031599,0.018928534
1.018255422,-0.182231762,-0.527359755,0.117507078
1.017783022,-0.154734691,-0.115803762,-0.102749059
1.072080823,-0.248740107,-0.085932171,0.093996114
1.061662557,-0.232867183,0.019233836,-0.006139466
1.090247384,-0.232581856,0.001874876,0.176920694
1.056357442,-0.261184503,-0.307834962,-0.151197329
1.050339809,-0.263010385,-0.066330832,-0.084479765
1.056873327,-0.261420417,-0.069302366,-0.01025137
1.056287745,-0.264782298,-0.069590057,-0.0067602
1.050085588,-0.263593124,-0.128876643,-0.094668964
1.036988766,-0.280170515,-0.148372638,-0.041196428
1.061641762,-0.002718998,2.247381838,-0.113758838
1.045213662,-0.084932641,0.302907297,0.243124199
1.010930409,-0.22097809,-0.923435364,0.061817187
1.017604781,-0.183002408,-0.586310166,0.073589422
1.01917983,-0.154237144,-0.032819648,-0.039398249
1.069569208,-0.252836105,-0.189788442,0.084595216
1.061549288,-0.234356274,-0.028988014,0.018513734
1.089695768,-0.231714259,0.017349926,0.174142139
1.054195009,-0.259867484,-0.263119072,-0.220461383
1.051901696,-0.263998112,-0.102794406,-0.011403328
1.056313619,-0.256379625,0.002346651,-0.044730099
1.055680835,-0.261128619,-0.018479803,-0.035622683
1.049336132,-0.267877918,-0.156579609,-0.047824596
1.033747018,-0.278439594,-0.135911131,-0.05877968
1.061273629,-0.002852981,2.257612798,-0.14040141
1.046166182,-0.086460069,0.238450022,0.298043032
1.009970941,-0.223360716,-0.976993434,0.057647828
1.019582356,-0.177349541,-0.361986229,0.088705253
1.018782041,-0.15283762,-0.150036946,-0.080582894
1.068560722,-0.245929876,-0.085009318,0.034463578
1.063203361,-0.230708737,0.065574971,0.025129605
1.091706345,-0.235086307,-0.028845042,0.176713085
1.054989197,-0.262041464,-0.386473858,-0.176792852
1.04977988,-0.262342077,-0.064467842,-0.076320709
1.056726511,-0.257020635,-0.035755631,-0.005144536
1.054436403,-0.264484498,-0.078267178,0.004838666
1.048507077,-0.262471926,-0.137664473,-0.074823422
1.035495192,-0.276376582,-0.126166215,-0.05228886
1.059802673,0.000717122,2.31363925,-0.191266489
1.04623866,-0.085823028,0.242528,0.341447304
1.009906271,-0.224291352,-0.96306308,0.064316727
1.017192845,-0.181496429,-0.527584537,0.018192408
1.020079852,-0.153212801,-0.049082067,0.001693347
1.070589307,-0.247925307,-0.112184703,0.055921292
1.061985168,-0.236060896,-0.0467812,0.030339237
1.089000527,-0.234876176,0.007778205,0.167019882
1.05462736,-0.260526466,-0.249743091,-0.202064795
1.050296217,-0.264352389,-0.088392126,-0.053089525
1.056515506,-0.261390829,-0.064385822,-0.007909016
1.054624475,-0.260336381,-0.05662998,-0.032073105
1.051862714,-0.262808364,-0.112293868,-0.049145995
1.035636445,-0.280431371,-0.156900741,-0.044646554
1.05925742,-0.00165053,2.286395196,-0.177538415
1.045053413,-0.086527545,0.254941976,0.294680504
1.009308935,-0.224379208,-0.970821229,0.059680139
1.018543429,-0.179911539,-0.402212591,0.029418106
1.020382309,-0.15594933,-0.178311725,0.020626706
1.071081209,-0.247009328,-0.09298549,0.063782671
1.061557358,-0.233215404,-0.026154911,-0.007184666
1.088608983,-0.232435897,0.005113908,0.167181337
1.057105806,-0.258768372,-0.209543123,-0.183966381
1.052316301,-0.266561453,-0.159003057,-0.029751404
1.058348771,-0.258866563,-0.031413467,-0.016429099
1.05540694,-0.260875463,-0.058174026,-0.018662154
1.050094479,-0.261968177,-0.127741872,-0.081763192
1.037471163,-0.279488807,-0.156386315,-0.03686128
1.059605197,-0.000431216,2.327287513,-0.204069863
1.046082188,-0.089082665,0.095770245,0.368523799
1.009289973,-0.221443023,-0.942297508,0.045037719
1.018167966,-0.177560603,-0.456486276,0.006248272
1.021098188,-0.149788305,0.006459601,0.0104842
1.068157184,-0.246139265,-0.118043076,0.009855791
1.06333422,-0.231647991,0.04124458,0.028141813
1.090009337,-0.231545569,0.000673924,0.165064624
1.056821177,-0.263772729,-0.376904356,-0.14793875
1.051154803,-0.264540192,-0.086178896,-0.071376906
1.057784628,-0.256151509,-0.013322368,-0.009065554
1.054754194,-0.261354836,-0.055458107,-0.012713412
1.049430156,-0.263910694,-0.141238596,-0.04809134
1.034825882,-0.281151472,-0.150084701,-0.054706978
1.059913498,0.00226576,2.333791344,-0.186425402
1.046287558,-0.084980299,0.2130343,0.356309187
1.009559742,-0.22229595,-0.969498856,0.059728726
1.017805308,-0.177584316,-0.396697367,0.028324119
1.018603105,-0.153067399,-0.161704943,-0.036121706
1.07028403,-0.247954443,-0.089778106,0.06769375
1.063385551,-0.231180422,0.038331575,0.040989528
1.090351521,-0.234615587,-0.02261108,0.166955589
1.055481943,-0.260512164,-0.304862538,-0.183135538
1.049601265,-0.265071293,-0.142258889,-0.058796274
1.057486349,-0.254755892,0.008282343,-0.024811234
1.055681183,-0.265681039,-0.063552997,-0.002312582
1.047865248,-0.266792618,-0.185340314,-0.07450027
1.035731634,-0.276507503,-0.120532494,-0.053625675
1.061025648,0.000356345,2.303036757,-0.142909188
1.045035529,-0.085366088,0.208353037,0.272981954
1.009628929,-0.219662283,-0.918374074,0.039496779
1.018813173,-0.182046588,-0.613781267,0.116073447
1.020280628,-0.15112493,0.04129279,-0.041252759
1.068836059,-0.250123281,-0.200895588,0.069514303
1.061516465,-0.234116025,0.002138027,-1.08E-05
1.088445439,-0.23451063,-0.002588291,0.16639687
1.056234703,-0.261078515,-0.293702443,-0.155067573
1.050841513,-0.262973633,-0.095599341,-0.067930532
1.058091295,-0.255329641,0.005608117,-0.017039618
1.053900282,-0.264035901,-0.069435188,-0.004321942
1.048967875,-0.260514938,-0.073906693,-0.102783863
1.035392358,-0.280107984,-0.158485261,-0.04299699
1.059579348,0.000578406,2.289016443,-0.163639802
1.045290074,-0.084088318,0.27146529,0.283777734
1.011950302,-0.222130987,-0.965000237,0.07546098
1.020084075,-0.178600789,-0.358952023,0.13078956
1.018062283,-0.154477089,-0.197260609,-0.094900892
1.070878878,-0.249676927,-0.132009108,0.106125179
1.062218831,-0.235650396,-0.062571317,0.002601952
1.088908435,-0.230618912,0.033038251,0.165070541
1.056653535,-0.262367557,-0.340544582,-0.157457388
1.052176475,-0.26203075,-0.038655242,-0.069318393
1.057538061,-0.2592644,-0.047706692,-0.017126785
1.054969839,-0.261809706,-0.047656478,-0.018054173
1.047831799,-0.262859993,-0.132516272,-0.106628014
1.036485173,-0.278710346,-0.136838971,-0.044727788
1.06148427,-0.0012694,2.286409439,-0.127842642
1.044552703,-0.084990238,0.268508693,0.21059593
1.0100264,-0.223335853,-0.966854571,0.060563033
1.019840715,-0.1801899,-0.440648536,0.057331904
1.022326936,-0.155523976,-0.148527238,0.058525665
1.070219475,-0.249264484,-0.124812218,0.060702136
1.059933757,-0.232086118,0.006040975,-0.053087418
1.090046466,-0.230539714,0.01014294,0.186350461
1.056829571,-0.26060501,-0.306439586,-0.111029554
1.049449188,-0.262963184,-0.094051542,-0.089181206
1.05583602,-0.258013118,-0.033219311,-0.023236869
1.054982023,-0.262172729,-0.052973906,-0.022562565
1.05014986,-0.264178603,-0.134737674,-0.063180041
1.035909296,-0.277281901,-0.135608453,-0.056912467
1.059216953,-0.000507455,2.273000971,-0.199986781
1.045976714,-0.085422322,0.258958788,0.320910979
1.00900725,-0.220359287,-0.921795534,0.034367869
1.01790932,-0.182892792,-0.640771085,0.031889547
1.021900751,-0.152781792,0.00943768,0.032916639
1.072288361,-0.246279372,-0.027225731,0.066492314
1.062408321,-0.232667176,0.002865177,0.01217055
1.088355615,-0.232280664,0.002537127,0.160317736
1.057350662,-0.258963323,-0.19836298,-0.177489231
1.051922468,-0.267875273,-0.163482382,-0.026665891
1.056163641,-0.261685383,-0.065716583,-0.02818286
1.055129216,-0.263003787,-0.064058344,-0.023473234
1.049349786,-0.266303637,-0.188481272,-0.061667114
1.035731169,-0.278179669,-0.141168928,-0.055048841
1.058737723,-0.001382583,2.291710681,-0.183923303
1.044443727,-0.086955492,0.223336652,0.283900306
1.009575873,-0.224816519,-0.976252859,0.065518133
1.019009749,-0.179171069,-0.38764739,0.030748213
1.021121097,-0.154749644,-0.141655804,0.047825233
1.068095824,-0.247617008,-0.127754796,0.019825648
1.062652409,-0.233535343,0.005025847,0.029077708
1.088920721,-0.234912403,-0.009046021,0.162391185
1.055356141,-0.26136586,-0.36850297,-0.181540306
1.052014669,-0.260559608,-0.032696622,-0.059640559
1.057824224,-0.25713568,-0.03682469,-0.003329066
1.05464389,-0.263568494,-0.069590844,0.000550178
1.049419499,-0.261636869,-0.115247658,-0.07062373
1.035656378,-0.274889783,-0.123124195,-0.056847951
1.059569337,-0.001067241,2.332568903,-0.179445815
1.045107265,-0.088608556,0.161023213,0.329012682
1.008021819,-0.222007253,-0.937993824,0.031413234
1.018642638,-0.180366148,-0.428152674,0.072040038
1.019686409,-0.154794343,-0.115711448,-0.021903915
1.070217158,-0.24900634,-0.117876708,0.058668623
1.061955993,-0.235029241,-0.029201682,0.019847892
1.089557378,-0.236376856,-0.008851966,0.170731442
1.054532807,-0.259681713,-0.232528374,-0.219001835
1.050335418,-0.265280687,-0.138382231,-0.049677589
1.060003025,-0.257542985,-0.003466204,0.003838806
1.053609392,-0.265461723,-0.078118705,-0.012579942
1.049391723,-0.263940845,-0.120924047,-0.083534922
1.036676986,-0.28008738,-0.149088948,-0.033830888
1.06028677,-0.000269362,2.260740519,-0.145217938
1.045177106,-0.083219819,0.319518283,0.257519394
1.010998539,-0.223543632,-0.978421671,0.077652216
1.018977339,-0.179435922,-0.417069554,0.090169803
1.019225396,-0.154344961,-0.156469727,-0.033435491
1.070053208,-0.249916497,-0.148434917,0.076104365
1.06044783,-0.235399328,-0.075631881,-0.016541711
1.090745332,-0.230444535,0.032535226,0.18768695
1.054191827,-0.260242616,-0.259901618,-0.220412074
1.051964278,-0.2647007,-0.103281141,-0.011980536
1.056633957,-0.257805457,-0.021093846,-0.033043287
1.054860348,-0.266016494,-0.080308112,0.000180794
1.050190368,-0.261748344,-0.083919173,-0.093829764
1.035245854,-0.279673385,-0.15437006,-0.041846065
1.06046852,0.002565908,2.374889483,-0.187549748
1.046346124,-0.086813661,0.156013185,0.349524004
1.009819881,-0.222980569,-0.959899241,0.043896511
1.020202832,-0.18000951,-0.452287283,0.127365801
1.019237038,-0.152716319,-0.089017336,-0.085533967
1.069012344,-0.249509301,-0.146971393,0.046212153
1.064367341,-0.235313859,-0.076747431,0.035300393
1.091785918,-0.233377315,0.012775371,0.169953991
1.055862481,-0.257782218,-0.197829996,-0.213976092
1.050799095,-0.262753551,-0.11329921,-0.045073263
1.0556975,-0.257478041,-0.028706358,-0.027990528
1.056693733,-0.264106534,-0.054712347,-0.001364955
1.050339456,-0.264355552,-0.11879978,-0.064864846
1.035076995,-0.281106837,-0.167367501,-0.043484256
1.059035478,-0.003547847,2.235255336,-0.133499711
1.043131945,-0.086178424,0.255504569,0.210011926
1.011700125,-0.220979529,-0.927254986,0.068736283
1.020066617,-0.181084412,-0.464153095,0.152426816
1.0190799,-0.153905846,-0.078731111,-0.075273208
1.070107869,-0.249048115,-0.127600761,0.056877148
1.061959219,-0.237414281,-0.078966339,0.006195006
1.08809034,-0.235453497,0.012862326,0.161426295
1.05611018,-0.260182263,-0.253155208,-0.181621729
1.051767799,-0.262647951,-0.085938411,-0.04786846
1.056941744,-0.256611873,-0.022299145,-0.02856884
1.055796533,-0.263203316,-0.055283281,-0.017725516
1.050909511,-0.265421503,-0.142368946,-0.051922784
1.036626895,-0.278586216,-0.139450022,-0.049676188
1.060164573,0.000643915,2.304931737,-0.165684438
1.04481208,-0.086056945,0.182569021,0.288824689
1.010718777,-0.222740369,-0.944712992,0.074613706
1.016977508,-0.18089789,-0.623309915,0.005834379
1.021491501,-0.149120391,0.110447244,0.033363073
1.068989406,-0.248606004,-0.138127915,0.029931057
1.061824783,-0.233580886,0.011599692,0.003706195
1.090038893,-0.234144436,-0.003702922,0.174593589
1.056552676,-0.261622781,-0.326179736,-0.153365834
1.051997298,-0.26259263,-0.055016279,-0.064214691
1.057386944,-0.25963413,-0.049666037,-0.006652337
1.054521537,-0.261335632,-0.046312385,-0.026359133
1.04985421,-0.265398502,-0.146793816,-0.045530093
1.035634846,-0.27937845,-0.141257934,-0.053994734
1.059474111,0.001704894,2.362587464,-0.18441284
1.044575712,-0.086565823,0.159503791,0.289380229
1.009169799,-0.219575077,-0.928717025,0.032937794
1.020294459,-0.179407396,-0.381284108,0.078149247
1.021318804,-0.155594628,-0.172665334,0.02865803
1.070224277,-0.251402313,-0.152240411,0.05820707
1.063720889,-0.236829347,-0.107774375,0.025423248
1.089968344,-0.231241482,0.036779229,0.162514877
1.056661837,-0.259690306,-0.251132871,-0.144441727
1.049048034,-0.260500316,-0.066665264,-0.11225284
1.057135354,-0.258403101,-0.033098606,-0.007771855
1.055817098,-0.262908441,-0.042486711,-0.02649117
1.050911118,-0.266507051,-0.13336241,-0.049088064
1.034508918,-0.280374006,-0.154855961,-0.05841363
1.061286013,-8.18E-05,2.305233724,-0.139401937
1.045745624,-0.086688743,0.166301414,0.313836134
1.011322199,-0.219565359,-0.907936822,0.05203962
1.018474077,-0.182001476,-0.63432997,0.164586685
1.017600338,-0.14864488,0.091888501,-0.168240428
1.069505173,-0.24505504,-0.068815406,0.007284969
1.060897578,-0.236926,-0.056707739,-0.046748289
1.091207735,-0.235913433,0.006654598,0.187767649
1.058199861,-0.260443609,-0.231407411,-0.102722042
1.050678142,-0.263441784,-0.092060045,-0.088933967
1.056437647,-0.260307484,-0.070511186,-0.002020258
1.05707625,-0.261459167,-0.05538674,-0.013159155
1.05225094,-0.265693638,-0.164030147,-0.012956425
1.035216875,-0.279946454,-0.154158621,-0.063929508
1.05979062,0.001049627,2.287998837,-0.206582203
1.047329051,-0.084133935,0.282106607,0.343795516
1.010562399,-0.222540254,-0.968686664,0.052307523
1.019817685,-0.179830392,-0.478343873,0.08652836
1.0205848,-0.153398093,-0.113599206,-0.024113248
1.07005724,-0.248988953,-0.118826897,0.059975544
1.061606015,-0.231561633,0.030677011,-0.013583311
1.090639913,-0.232338117,-0.00510381,0.179766547
1.05598584,-0.260936357,-0.34031728,-0.164110599
1.051362375,-0.261646975,-0.057551646,-0.055744677
1.055288755,-0.257007172,-0.036985564,-0.037342721
1.055564197,-0.26418354,-0.060521579,-0.012178442
1.050122951,-0.265318003,-0.139332653,-0.062006782
1.035557823,-0.279848782,-0.14608455,-0.050721812
1.058355826,-0.000485771,2.309562819,-0.219732313
1.045601967,-0.087795313,0.171507086,0.33173937
1.011146998,-0.222967382,-0.955533352,0.064485584
1.019592363,-0.178812229,-0.415789771,0.034920341
1.021593707,-0.15294786,-0.076795156,0.029782249
1.068650187,-0.248989684,-0.135885183,0.007944138
1.063494805,-0.234917581,-0.053506587,0.032303255
1.089347811,-0.232332025,0.017004845,0.159902289
1.056247116,-0.260461849,-0.285181892,-0.184217867
1.051289831,-0.263310558,-0.098700854,-0.055629255
1.057430788,-0.256466157,-0.011957913,-0.017529833
1.05677323,-0.262969192,-0.043967541,-0.01262473
1.050993746,-0.266939936,-0.161790722,-0.029537913
1.036465303,-0.277165969,-0.127212206,-0.057664997
1.0597034,-0.001612263,2.312894226,-0.193144958
1.045740957,-0.089327978,0.126508718,0.330330795
1.010759047,-0.221935512,-0.929013013,0.050466044
1.019260845,-0.180597379,-0.540681233,0.078127455
1.021213863,-0.150910028,0.059179945,-0.025499752
1.070110753,-0.25121494,-0.175189692,0.069743154
1.061674352,-0.232751227,0.024991925,0.008960659
1.09020903,-0.234187842,-0.009439712,0.176610604
1.054354286,-0.261390856,-0.349917706,-0.203905879
1.051905556,-0.261043371,-0.003600352,-0.059733945
1.057475385,-0.263793203,-0.08660135,0.005194755
1.055012653,-0.260261503,-0.036155395,-0.030398545
1.049875686,-0.263074793,-0.102623231,-0.076466222
1.034278563,-0.281329894,-0.159138796,-0.045666295
1.061473372,-0.001699383,2.319891996,-0.171397478
1.046635603,-0.088030724,0.20199457,0.318607675
